"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.38","49.96","KELOWNA","1123939","2010-02-06","2010","02","06","","5.7","","0.9","","3.3","","14.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-07","2010","02","07","","3.4","","0.7","","2.1","","15.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-08","2010","02","08","","4.6","","0.2","","2.4","","15.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-09","2010","02","09","","5.7","","0.6","","3.2","","14.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-10","2010","02","10","","6.6","","-2.9","","1.9","","16.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-11","2010","02","11","","5.7","","-1.0","","2.4","","15.6","","0.0","","","M","","M","0.3","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-12","2010","02","12","","7.0","","1.2","","4.1","","13.9","","0.0","","","M","","M","0.3","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-13","2010","02","13","","9.8","","-1.7","","4.1","","13.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-14","2010","02","14","","8.9","","2.6","","5.8","","12.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-15","2010","02","15","","8.5","","-1.6","","3.5","","14.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-16","2010","02","16","","8.4","","0.7","","4.6","","13.4","","0.0","","","M","","M","0.8","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-17","2010","02","17","","10.1","","0.7","","5.4","","12.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-18","2010","02","18","","6.8","","-4.1","","1.4","","16.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-19","2010","02","19","","5.1","","-6.4","","-0.7","","18.7","","0.0","","","M","","M","0.0","","","","","M","33",""
"-119.38","49.96","KELOWNA","1123939","2010-02-20","2010","02","20","","3.2","","-6.1","","-1.5","","19.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-21","2010","02","21","","2.7","","-6.2","","-1.8","","19.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-22","2010","02","22","","2.5","","-7.8","","-2.7","","20.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-23","2010","02","23","","5.3","","-7.5","","-1.1","","19.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-24","2010","02","24","","6.2","","-0.3","","3.0","","15.0","","0.0","","","M","","M","3.3","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-25","2010","02","25","","9.8","","-2.5","","3.7","","14.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-26","2010","02","26","","5.9","","-2.3","","1.8","","16.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-27","2010","02","27","","10.5","","1.9","","6.2","","11.8","","0.0","","","M","","M","0.3","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-02-28","2010","02","28","","11.5","","0.5","","6.0","","12.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-01","2010","03","01","","12.6","","-1.7","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-02","2010","03","02","","10.8","","0.8","","5.8","","12.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-03","2010","03","03","","9.0","","-2.3","","3.4","","14.6","","0.0","","","M","","M","0.5","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-04","2010","03","04","","13.2","","-0.5","","6.4","","11.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-05","2010","03","05","","12.5","","-3.0","","4.8","","13.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-06","2010","03","06","","12.1","","-4.7","","3.7","","14.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-07","2010","03","07","","10.5","","-4.8","","2.9","","15.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-08","2010","03","08","","6.9","","-4.0","","1.5","","16.5","","0.0","","","M","","M","0.0","","","","","M","37",""
"-119.38","49.96","KELOWNA","1123939","2010-03-09","2010","03","09","","7.3","","-10.5","","-1.6","","19.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-10","2010","03","10","","8.1","","-8.5","","-0.2","","18.2","","0.0","","","M","","M","0.0","","","","","M","32",""
"-119.38","49.96","KELOWNA","1123939","2010-03-11","2010","03","11","","7.7","","-0.3","","3.7","","14.3","","0.0","","","M","","M","0.0","","","","","M","63",""
"-119.38","49.96","KELOWNA","1123939","2010-03-12","2010","03","12","","7.1","","-2.1","","2.5","","15.5","","0.0","","","M","","M","7.3","","","","","M","32",""
"-119.38","49.96","KELOWNA","1123939","2010-03-13","2010","03","13","","11.0","","-3.8","","3.6","","14.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-14","2010","03","14","","10.7","","-3.5","","3.6","","14.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-15","2010","03","15","","14.4","","5.1","","9.8","","8.2","","0.0","","","M","","M","0.0","","","","","M","33",""
"-119.38","49.96","KELOWNA","1123939","2010-03-16","2010","03","16","","14.3","","1.8","","8.1","","9.9","","0.0","","","M","","M","0.8","","","","","M","43",""
"-119.38","49.96","KELOWNA","1123939","2010-03-17","2010","03","17","","12.8","","-1.0","","5.9","","12.1","","0.0","","","M","","M","0.0","","","","","M","56",""
"-119.38","49.96","KELOWNA","1123939","2010-03-18","2010","03","18","","10.6","","-5.4","","2.6","","15.4","","0.0","","","M","","M","0.0","","","","","M","35",""
"-119.38","49.96","KELOWNA","1123939","2010-03-19","2010","03","19","","10.8","","-7.0","","1.9","","16.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-20","2010","03","20","","11.9","","-6.3","","2.8","","15.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-21","2010","03","21","","12.8","","0.3","","6.6","","11.4","","0.0","","","M","","M","1.5","","","","","M","39",""
"-119.38","49.96","KELOWNA","1123939","2010-03-22","2010","03","22","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-23","2010","03","23","","","M","","M","","M","","M","","M","","M","","","","M","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2010-03-24","2010","03","24","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-25","2010","03","25","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-03-26","2010","03","26","","12.5","","4.9","","8.7","","9.3","","0.0","","","M","","M","1.5","","","","","M","43",""
"-119.38","49.96","KELOWNA","1123939","2010-03-27","2010","03","27","","13.5","","-1.1","","6.2","","11.8","","0.0","","","M","","M","0.0","","","","","M","50",""
"-119.38","49.96","KELOWNA","1123939","2010-03-28","2010","03","28","","16.4","","5.8","","11.1","","6.9","","0.0","","","M","","M","0.0","","","","","M","50",""
"-119.38","49.96","KELOWNA","1123939","2010-03-29","2010","03","29","","13.5","","1.8","","7.7","","10.3","","0.0","","","M","","M","2.1","","","","","M","52",""
"-119.38","49.96","KELOWNA","1123939","2010-03-30","2010","03","30","","11.7","","-2.6","","4.6","","13.4","","0.0","","","M","","M","0.0","","","","","M","32",""
"-119.38","49.96","KELOWNA","1123939","2010-03-31","2010","03","31","","11.8","","-4.5","","3.7","","14.3","","0.0","","","M","","M","0.0","","","","","M","39",""
"-119.38","49.96","KELOWNA","1123939","2010-04-01","2010","04","01","","12.6","","-5.0","","3.8","","14.2","","0.0","","","M","","M","0.0","","","","","M","39",""
"-119.38","49.96","KELOWNA","1123939","2010-04-02","2010","04","02","","8.3","","-2.3","","3.0","","15.0","","0.0","","","M","","M","0.0","","","","","M","56",""
"-119.38","49.96","KELOWNA","1123939","2010-04-03","2010","04","03","","12.2","","1.3","","6.8","","11.2","","0.0","","","M","","M","0.0","","","","","M","67",""
"-119.38","49.96","KELOWNA","1123939","2010-04-04","2010","04","04","","11.0","","-5.0","","3.0","","15.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-04-05","2010","04","05","","9.8","","-1.3","","4.3","","13.7","","0.0","","","M","","M","0.8","","","","","M","37",""
"-119.38","49.96","KELOWNA","1123939","2010-04-06","2010","04","06","","13.7","","-1.6","","6.1","","11.9","","0.0","","","M","","M","0.0","","","","","M","44",""
"-119.38","49.96","KELOWNA","1123939","2010-04-07","2010","04","07","","12.4","","4.1","","8.3","","9.7","","0.0","","","M","","M","0.0","","","","","M","48",""
"-119.38","49.96","KELOWNA","1123939","2010-04-08","2010","04","08","","8.8","","0.6","","4.7","","13.3","","0.0","","","M","","M","1.0","","","","","M","54",""
"-119.38","49.96","KELOWNA","1123939","2010-04-09","2010","04","09","","9.3","","-3.5","","2.9","","15.1","","0.0","","","M","","M","0.0","","","","","M","41",""
"-119.38","49.96","KELOWNA","1123939","2010-04-10","2010","04","10","","10.1","","-7.6","","1.3","","16.7","","0.0","","","M","","M","0.0","","","","","M","54",""
"-119.38","49.96","KELOWNA","1123939","2010-04-11","2010","04","11","","10.2","","-3.7","","3.3","","14.7","","0.0","","","M","","M","0.0","","","","","M","33",""
"-119.38","49.96","KELOWNA","1123939","2010-04-12","2010","04","12","","15.2","","-4.4","","5.4","","12.6","","0.0","","","M","","M","0.0","","","","","M","32",""
"-119.38","49.96","KELOWNA","1123939","2010-04-13","2010","04","13","","15.9","","6.2","","11.1","","6.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-04-14","2010","04","14","","19.4","","-0.7","","9.4","","8.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-04-15","2010","04","15","","21.2","","1.2","","11.2","","6.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-04-16","2010","04","16","","23.0","","0.1","","11.6","","6.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-04-17","2010","04","17","","19.6","","2.6","","11.1","","6.9","","0.0","","","M","","M","1.0","","","","","M","46",""
"-119.38","49.96","KELOWNA","1123939","2010-04-18","2010","04","18","","20.4","","6.7","","13.6","","4.4","","0.0","","","M","","M","0.5","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-04-19","2010","04","19","","22.3","","1.2","","11.8","","6.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-04-20","2010","04","20","","24.0","","3.8","","13.9","","4.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-04-21","2010","04","21","","23.5","","4.0","","13.8","","4.2","","0.0","","","M","","M","0.0","","","","","M","37",""
"-119.38","49.96","KELOWNA","1123939","2010-04-22","2010","04","22","","15.6","","9.6","","12.6","","5.4","","0.0","","","M","","M","0.0","","","","","M","43",""
"-119.38","49.96","KELOWNA","1123939","2010-04-23","2010","04","23","","17.9","","-1.9","","8.0","","10.0","","0.0","","","M","","M","0.0","","","","","M","33",""
"-119.38","49.96","KELOWNA","1123939","2010-04-24","2010","04","24","","15.6","","6.5","","11.1","","6.9","","0.0","","","M","","M","0.0","","","","","M","50",""
"-119.38","49.96","KELOWNA","1123939","2010-04-25","2010","04","25","","16.4","","-2.1","","7.2","","10.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-04-26","2010","04","26","","18.3","","0.0","","9.2","","8.8","","0.0","","","M","","M","0.0","","","","","M","32",""
"-119.38","49.96","KELOWNA","1123939","2010-04-27","2010","04","27","","14.0","","6.3","","10.2","","7.8","","0.0","","","M","","M","5.0","","","","","M","48",""
"-119.38","49.96","KELOWNA","1123939","2010-04-28","2010","04","28","","15.1","","5.9","","10.5","","7.5","","0.0","","","M","","M","0.0","","","","","M","39",""
"-119.38","49.96","KELOWNA","1123939","2010-04-29","2010","04","29","","14.5","","6.8","","10.7","","7.3","","0.0","","","M","","M","2.9","","","","","M","35",""
"-119.38","49.96","KELOWNA","1123939","2010-04-30","2010","04","30","","15.7","","8.1","","11.9","","6.1","","0.0","","","M","","M","0.0","","","","","M","37",""
"-119.38","49.96","KELOWNA","1123939","2010-05-01","2010","05","01","","15.2","","5.9","","10.6","","7.4","","0.0","","","M","","M","2.4","","","","","M","54",""
"-119.38","49.96","KELOWNA","1123939","2010-05-02","2010","05","02","","15.0","","2.6","","8.8","","9.2","","0.0","","","M","","M","0.8","","","","","M","46",""
"-119.38","49.96","KELOWNA","1123939","2010-05-03","2010","05","03","","10.8","","2.4","","6.6","","11.4","","0.0","","","M","","M","2.8","","","","","M","61",""
"-119.38","49.96","KELOWNA","1123939","2010-05-04","2010","05","04","","11.0","","1.5","","6.3","","11.7","","0.0","","","M","","M","0.0","","","","","M","32",""
"-119.38","49.96","KELOWNA","1123939","2010-05-05","2010","05","05","","10.7","","3.4","","7.1","","10.9","","0.0","","","M","","M","1.1","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-05-06","2010","05","06","","16.1","","3.0","","9.6","","8.4","","0.0","","","M","","M","0.3","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-05-07","2010","05","07","","14.7","","-1.5","","6.6","","11.4","","0.0","","","M","","M","0.0","","","","","M","46",""
"-119.38","49.96","KELOWNA","1123939","2010-05-08","2010","05","08","","16.0","","-0.8","","7.6","","10.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-05-09","2010","05","09","","17.5","","-1.4","","8.1","","9.9","","0.0","","","M","","M","0.0","","","","","M","44",""
"-119.38","49.96","KELOWNA","1123939","2010-05-10","2010","05","10","","21.1","","0.0","","10.6","","7.4","","0.0","","","M","","M","0.0","","","","","M","41",""
"-119.38","49.96","KELOWNA","1123939","2010-05-11","2010","05","11","","22.3","","-1.6","","10.4","","7.6","","0.0","","","M","","M","0.0","","","","","M","48",""
"-119.38","49.96","KELOWNA","1123939","2010-05-12","2010","05","12","","24.0","","1.2","","12.6","","5.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-05-13","2010","05","13","","24.9","","3.2","","14.1","","3.9","","0.0","","","M","","M","0.0","","","","","M","41",""
"-119.38","49.96","KELOWNA","1123939","2010-05-14","2010","05","14","","25.8","","4.9","","15.4","","2.6","","0.0","","","M","","M","0.0","","","","","M","37",""
"-119.38","49.96","KELOWNA","1123939","2010-05-15","2010","05","15","","27.8","","4.5","","16.2","","1.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-05-16","2010","05","16","","22.6","","6.1","E","14.4","E","3.6","E","0.0","E","","M","","M","4.3","E","","","","M","39",""
"-119.38","49.96","KELOWNA","1123939","2010-05-17","2010","05","17","","21.3","","9.0","","15.2","","2.8","","0.0","","","M","","M","8.0","","","","","M","35",""
"-119.38","49.96","KELOWNA","1123939","2010-05-18","2010","05","18","","19.2","","10.9","","15.1","","2.9","","0.0","","","M","","M","2.8","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-05-19","2010","05","19","","18.4","","3.8","","11.1","","6.9","","0.0","","","M","","M","3.0","","","","","M","67",""
"-119.38","49.96","KELOWNA","1123939","2010-05-20","2010","05","20","","15.3","","2.6","","9.0","","9.0","","0.0","","","M","","M","7.0","","","","","M","56",""
"-119.38","49.96","KELOWNA","1123939","2010-05-21","2010","05","21","","15.6","","-1.4","","7.1","","10.9","","0.0","","","M","","M","0.0","","","","","M","43",""
"-119.38","49.96","KELOWNA","1123939","2010-05-22","2010","05","22","","14.0","","5.1","","9.6","","8.4","","0.0","","","M","","M","0.3","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-05-23","2010","05","23","","17.2","","3.9","E","10.6","E","7.4","E","0.0","E","","M","","M","0.0","","","","","M","37",""
"-119.38","49.96","KELOWNA","1123939","2010-05-24","2010","05","24","","19.7","","0.6","","10.2","","7.8","","0.0","","","M","","M","0.0","","","","","M","37",""
"-119.38","49.96","KELOWNA","1123939","2010-05-25","2010","05","25","","20.9","","1.8","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-05-26","2010","05","26","","20.6","","8.8","","14.7","","3.3","","0.0","","","M","","M","1.1","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-05-27","2010","05","27","","15.8","","10.4","","13.1","","4.9","","0.0","","","M","","M","9.6","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-05-28","2010","05","28","","18.7","","9.9","","14.3","","3.7","","0.0","","","M","","M","1.8","","","","","M","32",""
"-119.38","49.96","KELOWNA","1123939","2010-05-29","2010","05","29","","15.5","","","M","","M","","M","","M","","M","","M","4.1","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-05-30","2010","05","30","","19.0","","10.4","","14.7","","3.3","","0.0","","","M","","M","0.0","","","","","M","37",""
"-119.38","49.96","KELOWNA","1123939","2010-05-31","2010","05","31","","20.6","","6.2","","13.4","","4.6","","0.0","","","M","","M","0.3","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-06-01","2010","06","01","","22.3","","8.5","","15.4","","2.6","","0.0","","","M","","M","0.0","","","","","M","37",""
"-119.38","49.96","KELOWNA","1123939","2010-06-02","2010","06","02","","18.1","","12.0","","15.1","","2.9","","0.0","","","M","","M","2.6","","","","","M","44",""
"-119.38","49.96","KELOWNA","1123939","2010-06-03","2010","06","03","","20.0","","5.8","","12.9","","5.1","","0.0","","","M","","M","0.3","","","","","M","41",""
"-119.38","49.96","KELOWNA","1123939","2010-06-04","2010","06","04","","15.8","","10.1","","13.0","","5.0","","0.0","","","M","","M","2.3","","","","","M","44",""
"-119.38","49.96","KELOWNA","1123939","2010-06-05","2010","06","05","","21.5","","10.1","","15.8","","2.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-06-06","2010","06","06","","19.4","","6.0","","12.7","","5.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-06-07","2010","06","07","","22.3","","11.0","","16.7","","1.3","","0.0","","","M","","M","0.3","","","","","M","46",""
"-119.38","49.96","KELOWNA","1123939","2010-06-08","2010","06","08","","24.2","","4.6","","14.4","","3.6","","0.0","","","M","","M","0.0","","","","","M","32",""
"-119.38","49.96","KELOWNA","1123939","2010-06-09","2010","06","09","","18.1","","11.2","","14.7","","3.3","","0.0","","","M","","M","2.1","","","","","M","39",""
"-119.38","49.96","KELOWNA","1123939","2010-06-10","2010","06","10","","20.8","E","10.6","E","15.7","E","2.3","E","0.0","E","","M","","M","0.0","E","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2010-06-11","2010","06","11","","22.3","","10.9","","16.6","","1.4","","0.0","","","M","","M","0.3","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-06-12","2010","06","12","","27.6","","5.7","","16.7","","1.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-119.38","49.96","KELOWNA","1123939","2010-06-13","2010","06","13","","29.8","E","8.6","E","19.2","E","0.0","E","1.2","E","","M","","M","0.0","E","","","","M","","M"
